cell_id,nhit_bin,predE_bin,mc_count,candidate_version,strategy,central99_flag,fit_predE_range_flag,tail_bin_flag,selection_version,selection_reason,raw_ledger_version,cell_role,role_reason,source_pool,source_nhit_bin,source_predE_bins
1,"[125,200)",<2,0,v5_predbin_gap025,gap025,0,0,1,v5_predbin_gap025,"diagnostic tail bin outside [2,6); not used in main fit",v5_predbin_gap025,diagnostic_tail,"diagnostic tail bin outside [2,6); not used in main fit",filtered_existing_cache,"[100,200)",<2
2,"[125,200)","[2,2.25)",24075,v5_predbin_gap025,gap025,1,1,0,v5_predbin_gap025,"central99 MC-occupancy-ridge prefit cell inside [2,6)",v5_predbin_gap025,baseline_fit,"central99 MC-occupancy-ridge prefit cell inside [2,6)",filtered_existing_cache,"[100,200)","[2,3)"
3,"[125,200)","[2.25,2.5)",162516,v5_predbin_gap025,gap025,1,1,0,v5_predbin_gap025,"central99 MC-occupancy-ridge prefit cell inside [2,6)",v5_predbin_gap025,baseline_fit,"central99 MC-occupancy-ridge prefit cell inside [2,6)",filtered_existing_cache,"[100,200)","[2,3)"
4,"[125,200)","[2.5,2.75)",238679,v5_predbin_gap025,gap025,1,1,0,v5_predbin_gap025,"central99 MC-occupancy-ridge prefit cell inside [2,6)",v5_predbin_gap025,baseline_fit,"central99 MC-occupancy-ridge prefit cell inside [2,6)",filtered_existing_cache,"[100,200)","[2,3)"
5,"[125,200)","[2.75,3)",179355,v5_predbin_gap025,gap025,1,1,0,v5_predbin_gap025,"central99 MC-occupancy-ridge prefit cell inside [2,6)",v5_predbin_gap025,baseline_fit,"central99 MC-occupancy-ridge prefit cell inside [2,6)",filtered_existing_cache,"[100,200)","[2,3)"
6,"[125,200)","[3,3.25)",88759,v5_predbin_gap025,gap025,1,1,0,v5_predbin_gap025,"central99 MC-occupancy-ridge prefit cell inside [2,6)",v5_predbin_gap025,baseline_fit,"central99 MC-occupancy-ridge prefit cell inside [2,6)",filtered_existing_cache,"[100,200)","[3,3.25)"
7,"[125,200)","[3.25,3.5)",42094,v5_predbin_gap025,gap025,1,1,0,v5_predbin_gap025,"central99 MC-occupancy-ridge prefit cell inside [2,6)",v5_predbin_gap025,baseline_fit,"central99 MC-occupancy-ridge prefit cell inside [2,6)",filtered_existing_cache,"[100,200)","[3.25,3.5)"
8,"[125,200)","[3.5,3.75)",23611,v5_predbin_gap025,gap025,1,1,0,v5_predbin_gap025,central-99 count-qualified probe outside MC occupancy ridge,v5_predbin_gap025,systematics_probe,central-99 count-qualified probe outside MC occupancy ridge,filtered_existing_cache,"[100,200)","[3.5,3.75)"
9,"[125,200)","[3.75,4)",16474,v5_predbin_gap025,gap025,1,1,0,v5_predbin_gap025,central-99 count-qualified probe outside MC occupancy ridge,v5_predbin_gap025,systematics_probe,central-99 count-qualified probe outside MC occupancy ridge,filtered_existing_cache,"[100,200)","[3.75,4.0)"
10,"[125,200)","[4,4.25)",11008,v5_predbin_gap025,gap025,1,1,0,v5_predbin_gap025,central-99 count-qualified probe outside MC occupancy ridge,v5_predbin_gap025,systematics_probe,central-99 count-qualified probe outside MC occupancy ridge,filtered_existing_cache,"[100,200)","[4.0,4.25)"
11,"[125,200)","[4.25,4.5)",7175,v5_predbin_gap025,gap025,1,1,0,v5_predbin_gap025,central-99 count-qualified probe outside MC occupancy ridge,v5_predbin_gap025,systematics_probe,central-99 count-qualified probe outside MC occupancy ridge,filtered_existing_cache,"[100,200)","[4.25,4.5)"
12,"[125,200)","[4.5,4.75)",5325,v5_predbin_gap025,gap025,1,1,0,v5_predbin_gap025,central-99 count-qualified probe outside MC occupancy ridge,v5_predbin_gap025,systematics_probe,central-99 count-qualified probe outside MC occupancy ridge,filtered_existing_cache,"[100,200)","[4.5,4.75)"
13,"[125,200)","[4.75,5)",4880,v5_predbin_gap025,gap025,1,1,0,v5_predbin_gap025,central-99 count-qualified probe outside MC occupancy ridge,v5_predbin_gap025,systematics_probe,central-99 count-qualified probe outside MC occupancy ridge,filtered_existing_cache,"[100,200)","[4.75,5.0)"
14,"[125,200)","[5,5.25)",5230,v5_predbin_gap025,gap025,1,1,0,v5_predbin_gap025,"[5,6) retained as high-energy diagnostic/probe outside highest Nhit ridge",v5_predbin_gap025,high_energy_probe,"[5,6) retained as high-energy diagnostic/probe outside highest Nhit ridge",filtered_existing_cache,"[100,200)",>=5
15,"[125,200)","[5.25,5.5)",5615,v5_predbin_gap025,gap025,1,1,0,v5_predbin_gap025,"[5,6) retained as high-energy diagnostic/probe outside highest Nhit ridge",v5_predbin_gap025,high_energy_probe,"[5,6) retained as high-energy diagnostic/probe outside highest Nhit ridge",filtered_existing_cache,"[100,200)",>=5
16,"[125,200)","[5.5,5.75)",5310,v5_predbin_gap025,gap025,1,1,0,v5_predbin_gap025,"[5,6) retained as high-energy diagnostic/probe outside highest Nhit ridge",v5_predbin_gap025,high_energy_probe,"[5,6) retained as high-energy diagnostic/probe outside highest Nhit ridge",filtered_existing_cache,"[100,200)",>=5
17,"[125,200)","[5.75,6)",2934,v5_predbin_gap025,gap025,0,1,0,v5_predbin_gap025,"[5,6) retained as high-energy diagnostic/probe outside highest Nhit ridge",v5_predbin_gap025,high_energy_probe,"[5,6) retained as high-energy diagnostic/probe outside highest Nhit ridge",filtered_existing_cache,"[100,200)",>=5
18,"[125,200)",>=6,157,v5_predbin_gap025,gap025,0,0,1,v5_predbin_gap025,"diagnostic tail bin outside [2,6); not used in main fit",v5_predbin_gap025,diagnostic_tail,"diagnostic tail bin outside [2,6); not used in main fit",filtered_existing_cache,"[100,200)",>=5
19,"[200,300)",<2,0,v5_predbin_gap025,gap025,0,0,1,v5_predbin_gap025,"diagnostic tail bin outside [2,6); not used in main fit",v5_predbin_gap025,diagnostic_tail,"diagnostic tail bin outside [2,6); not used in main fit",existing_cache_symlink,"[200,300)",<2
20,"[200,300)","[2,2.25)",372,v5_predbin_gap025,gap025,0,1,0,v5_predbin_gap025,outside MC central-99 reconstructed-energy population,v5_predbin_gap025,diagnostic_response_tail,outside MC central-99 reconstructed-energy population,filtered_existing_cache,"[200,300)","[2,3)"
21,"[200,300)","[2.25,2.5)",17593,v5_predbin_gap025,gap025,1,1,0,v5_predbin_gap025,"central99 MC-occupancy-ridge prefit cell inside [2,6)",v5_predbin_gap025,baseline_fit,"central99 MC-occupancy-ridge prefit cell inside [2,6)",filtered_existing_cache,"[200,300)","[2,3)"
22,"[200,300)","[2.5,2.75)",92967,v5_predbin_gap025,gap025,1,1,0,v5_predbin_gap025,"central99 MC-occupancy-ridge prefit cell inside [2,6)",v5_predbin_gap025,baseline_fit,"central99 MC-occupancy-ridge prefit cell inside [2,6)",filtered_existing_cache,"[200,300)","[2,3)"
23,"[200,300)","[2.75,3)",162759,v5_predbin_gap025,gap025,1,1,0,v5_predbin_gap025,"central99 MC-occupancy-ridge prefit cell inside [2,6)",v5_predbin_gap025,baseline_fit,"central99 MC-occupancy-ridge prefit cell inside [2,6)",filtered_existing_cache,"[200,300)","[2,3)"
24,"[200,300)","[3,3.25)",122642,v5_predbin_gap025,gap025,1,1,0,v5_predbin_gap025,"central99 MC-occupancy-ridge prefit cell inside [2,6)",v5_predbin_gap025,baseline_fit,"central99 MC-occupancy-ridge prefit cell inside [2,6)",existing_cache_symlink,"[200,300)","[3,3.25)"
25,"[200,300)","[3.25,3.5)",55093,v5_predbin_gap025,gap025,1,1,0,v5_predbin_gap025,"central99 MC-occupancy-ridge prefit cell inside [2,6)",v5_predbin_gap025,baseline_fit,"central99 MC-occupancy-ridge prefit cell inside [2,6)",existing_cache_symlink,"[200,300)","[3.25,3.5)"
26,"[200,300)","[3.5,3.75)",26172,v5_predbin_gap025,gap025,1,1,0,v5_predbin_gap025,"central99 MC-occupancy-ridge prefit cell inside [2,6)",v5_predbin_gap025,baseline_fit,"central99 MC-occupancy-ridge prefit cell inside [2,6)",existing_cache_symlink,"[200,300)","[3.5,3.75)"
27,"[200,300)","[3.75,4)",16631,v5_predbin_gap025,gap025,1,1,0,v5_predbin_gap025,"central99 MC-occupancy-ridge prefit cell inside [2,6)",v5_predbin_gap025,baseline_fit,"central99 MC-occupancy-ridge prefit cell inside [2,6)",existing_cache_symlink,"[200,300)","[3.75,4.0)"
28,"[200,300)","[4,4.25)",13247,v5_predbin_gap025,gap025,1,1,0,v5_predbin_gap025,central-99 count-qualified probe outside MC occupancy ridge,v5_predbin_gap025,systematics_probe,central-99 count-qualified probe outside MC occupancy ridge,existing_cache_symlink,"[200,300)","[4.0,4.25)"
29,"[200,300)","[4.25,4.5)",10121,v5_predbin_gap025,gap025,1,1,0,v5_predbin_gap025,central-99 count-qualified probe outside MC occupancy ridge,v5_predbin_gap025,systematics_probe,central-99 count-qualified probe outside MC occupancy ridge,existing_cache_symlink,"[200,300)","[4.25,4.5)"
30,"[200,300)","[4.5,4.75)",7811,v5_predbin_gap025,gap025,1,1,0,v5_predbin_gap025,central-99 count-qualified probe outside MC occupancy ridge,v5_predbin_gap025,systematics_probe,central-99 count-qualified probe outside MC occupancy ridge,existing_cache_symlink,"[200,300)","[4.5,4.75)"
31,"[200,300)","[4.75,5)",6480,v5_predbin_gap025,gap025,1,1,0,v5_predbin_gap025,central-99 count-qualified probe outside MC occupancy ridge,v5_predbin_gap025,systematics_probe,central-99 count-qualified probe outside MC occupancy ridge,existing_cache_symlink,"[200,300)","[4.75,5.0)"
32,"[200,300)","[5,5.25)",6619,v5_predbin_gap025,gap025,1,1,0,v5_predbin_gap025,"[5,6) retained as high-energy diagnostic/probe outside highest Nhit ridge",v5_predbin_gap025,high_energy_probe,"[5,6) retained as high-energy diagnostic/probe outside highest Nhit ridge",filtered_existing_cache,"[200,300)",>=5
